Ragione sociale,Partita IVA,"ATECO 2007
codice",Provincia,Indirizzo sede legale - Regione,Website,Unnamed: 0,_url,depth,base_url,status,code,has_keyword
GAETANO BONINO S.R.L.,8742991212.0,151209,Napoli,Campania,www.bonino.it,,,,,,,
ATLANTIS LEATHERWORKS S.R.L.,6908160481.0,151209,Firenze,Toscana,www.iacobella.com,,,,,,,
KLAUS S.R.L.,3752580278.0,151209,Venezia,Veneto,www.klausdiffusion.com,,,,,,,
PIA LOVE S.R.L.,7920141210.0,152010,Napoli,Campania,www.twelveitalia.it,,,,,,,
FAUSTO SANTINI - S.R.L.,1299331007.0,152010,Roma,Lazio,www.faustosantini.com,,,,,,,
MIXER S.R.L.,3588180723.0,152010,Barletta-Andria-Trani,Puglia,les-italiennes.it,,,,,,,
SALUBER SRL,2867470243.0,152020,Vicenza,Veneto,www.sauber.com,,,,,,,
PAFIMURI CALZATURE S.R.L.,4340790759.0,152010,Lecce,Puglia,www.micanto.it,,,,,,,
EUPHORIA SRL,3394340834.0,151209,Messina,Sicilia,www.euphoriasrl.it,,,,,,,
BAGOLO S.R.L. SEMPLIFICATA,3627800133.0,151209,Como,Lombardia,www.bagolo.it,,,,,,,
NEW LADY PELLETTERIA S.R.L.,1677610436.0,151209,Macerata,Marche,new-lady-pelletteria-srl-01677610436.quantofattura.com,,,,,,,
ARM S.R.L.,3351280544.0,151209,Perugia,Umbria,www.militarystyle.com,,,,,,,
ORTHOPANT SRL,2952000210.0,152010,Bolzano/Bozen,Trentino-Alto Adige,www.orthopant.com,,,,,,,
LE MIE BORSE S.R.L.,8500691210.0,151209,Napoli,Campania,blog.ornellaauzino.it,20493.0,https://blog.ornellaauzino.it/artigianalita-e-personalizzazione-rivoluzione-nel-mondo-delle-borse/#respond,2.0,blog.ornellaauzino.it,Status.SUCCESS,200.0,True
NUOVA CERVINIO S.R.L.,904990439.0,152010,Macerata,Marche,www.nuovacervinio.it,,,,,,,
LEATHER CROWN S.R.L.,1628030197.0,152010,Venezia,Veneto,leathercrown.it,,,,,,,
LEDART S.R.L.,3107020244.0,151100,Vicenza,Veneto,www.ledart.it,,,,,,,
PASOMAR S.R.L.,1982910679.0,151209,Teramo,Abruzzo,www.pasomar.com,,,,,,,
ACG CALZATURE SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA,4825440755.0,152010,Lecce,Puglia,www.acgcalzature.com,,,,,,,
FERLEA SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA,4314660616.0,152010,Caserta,Campania,drudditalia.com,,,,,,,
CALZATURIFICIO 20.08 SOCIETA' COOPERATIVA A R.L.,2342090418.0,152010,Pesaro Urbino,Marche,2008calzaturificio.wordpress.com,,,,,,,
TULSI S.R.L.,4253310405.0,151209,Rimini,Emilia-Romagna,tulsi-italy.com,,,,,,,
I VERDE S.R.L.,7853930639.0,152020,Napoli,Campania,www.iverde.it,,,,,,,
SM PRODUCTION S.R.L. UNIPERSONALE,4295130613.0,152010,Caserta,Campania,www.triocalzature.com,,,,,,,
CALZATURIFICIO PRIMITEMPI S.R.L.,2455260444.0,152010,Fermo,Marche,www.primitempi.it,,,,,,,
IMPUT SHOES SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA,4800240261.0,152010,Treviso,Veneto,www.imputshop.it,,,,,,,
CORAME IMMOBILIARE S.R.L.,2151630965.0,151209,Monza e della Brianza,Lombardia,corame.it,,,,,,,
LEXIAPEL S.R.L.,124950031.0,151200,Novara,Piemonte,www.lexiapel.com,,,,,,,
FRECCIA BL LEATHER S.R.L.,2878290648.0,151100,Avellino,Campania,www.frecciablleather.it,,,,,,,
DUCA D'ESTE S.R.L.,2594890242.0,151209,Vicenza,Veneto,www.gianniserena.it,,,,,,,
STYL GRAND S.R.L.,3275180267.0,152010,Treviso,Veneto,www.stylgrand.com,,,,,,,
PRATIKA CALZATURE SOCIETA' COOPERATIVA,1580070447.0,152010,Fermo,Marche,www.calzaturificiopratika.it,,,,,,,
CHICLITIC S.R.L.,4483980282.0,152010,Padova,Veneto,www.ojour.it,,,,,,,
VALIGIE CAMPIONARIO S.R.L.,5447810960.0,151209,Milano,Lombardia,www.bauli.emilioscolari.it,,,,,,,
VENTESIMA STRADA S.R.L.,4419370269.0,152010,Treviso,Veneto,www.ventesimastrada.it,,,,,,,
SEASON BELT S.R.L.,3355190160.0,151209,Bergamo,Lombardia,shop.alexade.com,,,,,,,
CUOIO DI MODENA SRL,4022400362.0,151209,Modena,Emilia-Romagna,eshop.lavacchettagrassamodena.it,,,,,,,
DRESSED S.R.L.,4353450234.0,152010,Verona,Veneto,dressedlab.it,,,,,,,
RISORSE FUTURE SRL,2182050449.0,152010,Fermo,Marche,www.risorsefuture.net,,,,,,,
ITALIAN DESIGN SRL,2787090303.0,151209,Udine,Friuli-Venezia Giulia,italiandesignpelletterie.it,,,,,,,
WILD HOG SRL,2784530350.0,151209,Reggio nell'Emilia,Emilia-Romagna,www.wildhog.it,,,,,,,
SCALABRINI IVAN & DENIS SRL,321890352.0,151200,Reggio nell'Emilia,Emilia-Romagna,www.scalabrinisrl.com,,,,,,,
TEAM FORM SRL,3024070264.0,152010,Treviso,Veneto,www.teamform.it,,,,,,,
ALEX SRLS,2015770437.0,152010,Macerata,Marche,www.alexsrls.com,,,,,,,
SINTESI S.R.L.,1929570677.0,151100,Teramo,Abruzzo,www.civicoundici.com,,,,,,,
BAGATTO SRL,2012140444.0,152010,Fermo,Marche,www.bagatto.com,,,,,,,
ENRICO VERNIZZI S.R.L.,1515120341.0,151200,Parma,Emilia-Romagna,vernizzicinture.it,,,,,,,
RIFINIZIONI DAVID SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICAT A,2287150508.0,152020,Pisa,Toscana,inshoes.italianmoda.com,,,,,,,
BEATRICE GROUP S.R.L.,6149720721.0,152010,Bari,Puglia,www.calzaturesposa.com,,,,,,,
SUOLIFICIO ELISA SRL,3933840989.0,152020,Brescia,Lombardia,www.suolificioelisa.it,,,,,,,
BEAR S.R.L.,4750670269.0,152010,Treviso,Veneto,atalasport.it,,,,,,,
CALZATURIFICIO FRANCO CIMADAMORE S.R.L.,1360220444.0,152010,Fermo,Marche,www.francocimadamore.it,,,,,,,
G.D. LEATHER SRL,2142000500.0,151100,Pisa,Toscana,www.conceriastella.com,,,,,,,
REGENESI S.R.L.,2853631204.0,151209,Bologna,Emilia-Romagna,www.regenesi.com,,,,,,,
HI-TECH LUXURY LAB S.R.L.,2004970436.0,151209,Macerata,Marche,luxurytech.fund,13201.0,https://cuir-invest.com/fr,2.0,luxurytech.fund,Status.SUCCESS,200.0,True
VD S.R.L.,3884201207.0,151209,Bologna,Emilia-Romagna,viadazeglio.com,,,,,,,
BRIGITTE ITALIA S.R.L.,325020436.0,151209,Macerata,Marche,www.brigitteitalia.it,,,,,,,
MEXIS SOCIETA' COOPERATIVA SOCIALE,2301290975.0,151100,Pistoia,Toscana,www.yourleather.it,,,,,,,
CALZATURIFICIO EVAN GARD S.R.L.,6542230724.0,152010,Barletta-Andria-Trani,Puglia,www.calzaturificioevangard.it,,,,,,,
CREAZIONI ESCLUSIVE S.R.L.,8879880964.0,151209,Milano,Lombardia,www.abline.it,,,,,,,
ARAVEC SRL,2211610262.0,152020,Treviso,Veneto,aravec.it,,,,,,,
"DI FILIPPO ITALIANA PELLETTERIE SOCIETA' A RESPONSABILITA' LIMITATA, IN FORMA ABBREVIATA DI FILIPPO ITALIANA PELLETTERIE S.R.L.",1722370671.0,151209,Teramo,Abruzzo,www.valterdifilippo.com,,,,,,,
DAMSCO S.R.L.,1517250120.0,152020,Varese,Lombardia,www.damsco.it,,,,,,,
LASER FASHION.IT SRL,2927460648.0,151100,Avellino,Campania,www.serenarooms.it,,,,,,,
WOOWE BRAND S.R.L.,2909100345.0,152010,Parma,Emilia-Romagna,www.woowebrand.com,,,,,,,
DI CHIARA ROSA S.R.L.,1065600445.0,152020,Fermo,Marche,www.dichiararosa.it,,,,,,,
LASERTEK SRL,2197470509.0,152020,Pisa,Toscana,www.lasertekservice.it,,,,,,,
GUARDOLIFICIO CAMPANO S.R.L.,8207681217.0,152020,Napoli,Campania,www.guardolificiocampano.it,,,,,,,
LEATHER CENTER S.R.L.,13599161000.0,151209,Teramo,Abruzzo,www.toscanibags.it,,,,,,,
CELLERINI FLORENCE SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICA TA,6815860488.0,151209,Firenze,Toscana,www.cellerini.it,,,,,,,
GALLO SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA,3647700040.0,151209,Cuneo,Piemonte,www.borsago.it,,,,,,,
DE ALMA S.R.L.,4238980249.0,151209,Vicenza,Veneto,www.dealma.it,,,,,,,
TEKNOMODA S.R.L.,2173470507.0,151100,Pisa,Toscana,www.teknomodasrl.it,,,,,,,
VIALE CAVOUR S.R.L. SEMPLIFICATA,2243880446.0,151209,Fermo,Marche,www.flaviapelletterie.com,,,,,,,
ALISPORT S.R.L.,4342910264.0,152010,Treviso,Veneto,www.alisport.it,,,,,,,
BOMA SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA,2003740434.0,151209,Macerata,Marche,www.bomaitalia.it,,,,,,,
VEROVERDE SRL,10209230969.0,152010,Milano,Lombardia,www.vero-verde.com,,,,,,,
PELLETTERIA SABA'S SRL,2246140186.0,151209,Pavia,Lombardia,www.pelletteriasabas.it www.amazon.it www.ventis.it,,,,,,,
IOSONO S.R.L.,2414660403.0,151209,Forlì-Cesena,Emilia-Romagna,www.miviu.it,,,,,,,
FDM DESIGNS SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA,5084950657.0,152010,Salerno,Campania,www.fdmdesigns.it,,,,,,,
COMANCHEROS GROUP S.R.L.,863320248.0,151100,Vicenza,Veneto,www.comancheros.com,,,,,,,
PLUS S.R.L.,5240200286.0,152010,Padova,Veneto,plusdesignofficial.com,,,,,,,
COVID 19 S.R.L.,4487430615.0,152010,Caserta,Campania,www.calzaturegipi.com,,,,,,,
PISAN PELL S.R.L.,1701310649.0,151100,Avellino,Campania,www.pisanpell.it,,,,,,,
LEATHER BIS S.R.L.,6548450482.0,151209,Firenze,Toscana,bisbag.com,,,,,,,
SG BAGS S.R.L.,4616890275.0,151209,Venezia,Veneto,www.94punto70.it,,,,,,,
ROBERTO MANTELLASSI S.R.L.,6329750480.0,151209,Firenze,Toscana,robertomantellassi.com,,,,,,,
BRUE' SOCIETA' PER AZIONI,102440443.0,152010,Fermo,Marche,http://www.aldobrue.it,,,,,,,
BZL S.R.L.,4940420260.0,152010,Treviso,Veneto,www.calzaturaortopedica.it,,,,,,,
CALZATURIFICIO LIDO MARINOZZI SOCIETA' A RESPONSABILITA' LIMITATA IN BREVE CALZATURIFICIO LIDO MARINOZZI S.R.L.,339980443.0,152010,Fermo,Marche,www.lidomarinozzi.com,,,,,,,
S.V. CALZATURE SRL,979120433.0,152010,Macerata,Marche,kyarastyle.com,,,,,,,
CT BAGS AND ACCESSORIES S.R.L.,9369421210.0,151209,Napoli,Campania,www.carminetisci.it,,,,,,,
A.M. SRL,1852440443.0,152010,Fermo,Marche,www.albertomonti.it,,,,,,,
IN PELL SOCIETA' A RESPONSABILITA' LIMITATA,1525290407.0,151209,Rimini,Emilia-Romagna,http://www.inpell.it,,,,,,,
LINEA ITALIA CALZATURE SRL,2224570446.0,152010,Fermo,Marche,paulsilence.com,,,,,,,
ONE MODA S.R.L.,4794780231.0,152010,Verona,Veneto,www.amwh.it,,,,,,,
ANDREA E RITA S.R.L.,13146371003.0,151209,Roma,Lazio,www.sirnipelletteria.it,,,,,,,
RENDRIU S.R.L.,1896451208.0,151209,Bologna,Emilia-Romagna,www.rendriu.it,,,,,,,
CELESTE S.R.L.,2598050249.0,151100,Vicenza,Veneto,www.celesteleather.com,,,,,,,
AD & PROMOTION S.R.L.,3121930790.0,151209,Catanzaro,Calabria,www.adpromotionsrl.com,,,,,,,
M.F.M. MAURIZIO FOSSATI S.R.L.,8001630154.0,151100,Milano,Lombardia,matteofossati.it,,,,,,,
LASERMARC S.R.L.,2158520508.0,151100,Pisa,Toscana,www.lasermarc.it,,,,,,,
DANTON S.R.L.,2314400488.0,152010,Firenze,Toscana,www.danton-caparrini.it,,,,,,,
NUOVA VALIGERIA DI CAMPOSPINOSO S.R.L.,180640187.0,151200,Pavia,Lombardia,valigeriancv.it,,,,,,,
ACQUAVIVA S.R.L.,9493421219.0,152010,Napoli,Campania,www.marioacquaviva.it,,,,,,,
FISCA CORPORATION S.R.L.,1984990182.0,152020,Pavia,Lombardia,www.fisca.biz,,,,,,,
FENILI CALZATURE - SOCIETA' A RESPONSABILITA' LIMITATA,1172290460.0,152010,Lucca,Toscana,www.corbellishoes.com,,,,,,,
EUROWORLD S.R.L.,4745440265.0,152010,Treviso,Veneto,www.euroworld.it,,,,,,,
ITALIALUSSO S.R.L.,2714370349.0,151209,Brescia,Lombardia,www.jcgorreri.it,,,,,,,
T-ZERO SRL,2158470506.0,151209,Pisa,Toscana,www.midifendo.it,,,,,,,
CONCERIA HORIZON S.R.L.,1355830504.0,151100,Pisa,Toscana,www.horizonsrl.it,,,,,,,
MAQI SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA,4939500288.0,151209,Padova,Veneto,www.maqicases.com,,,,,,,
ALO'S SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA,1353310459.0,151209,Massa-Carrara,Toscana,aloscafe.com,,,,,,,
NOTO S.R.L.,3614170540.0,152010,Perugia,Umbria,www.notoatelier.it,,,,,,,
ANTONELLA S.R.L.,1708830466.0,152010,Lucca,Toscana,www.antonellasrl.it,,,,,,,
MARCUCCI STUDIO S.R.L.,6879220488.0,151209,Firenze,Toscana,www.marcuccigroup.com,,,,,,,
CALZATURIFICIO PLINIUS SRL,1513950152.0,152000,Milano,Lombardia,www.pliniusshoes.it,,,,,,,
MODELLERIA FUSCO S.R.L.,6547751211.0,152010,Napoli,Campania,www.modelleriafusco.it,,,,,,,
NELLO PACI MANIFATTURE SRL,2212630442.0,152010,Fermo,Marche,lenef.it,,,,,,,
L.P. S.R.L.,1515220448.0,152010,Fermo,Marche,www.lorettapettinari.it,,,,,,,
FENIX SRL,1624390447.0,151209,Fermo,Marche,www.lucialombardi.it,,,,,,,
CAMG SRL,294910443.0,152000,Fermo,Marche,www.camg.it,,,,,,,
PETRIS S.R.L.,149260432.0,152000,Macerata,Marche,www.petris.it,,,,,,,
CRISTINA 4 PUNTO 3 SOCIETA' COOPERATIVA,6650330829.0,151209,Palermo,Sicilia,www.cristinaalbum.com,,,,,,,
LANZONI & B. - S.R.L.,157750407.0,152010,Forlì-Cesena,Emilia-Romagna,www.lanzonishoes.it,,,,,,,
SCARLETVIRGO S.R.L.,8938680967.0,151209,Milano,Lombardia,scarletvirgo.com,,,,,,,
COPAR - S.R.L.,2062160243.0,151100,Vicenza,Veneto,http://www.coparsrl.it,,,,,,,
GREENLAB SHOES SRLS,2392630501.0,152010,Pisa,Toscana,www.vittorionicchia.com,,,,,,,
PELLETTERIA DIGITALE SRL,2272250503.0,151209,Pisa,Toscana,www.annacloudbags.it,,,,,,,
PELLETTERIA EASYPELL SOCIETA' COOPERATIVA,4007540711.0,151209,Foggia,Puglia,www.easypell.com,,,,,,,
ROBERTA CENCI EVENTI SRL,1812760435.0,152010,Macerata,Marche,www.robertacenci.it,,,,,,,
GERJ S.R.L.,513640441.0,152020,Fermo,Marche,www.gerj.it,,,,,,,
MARINI 1899 SOCIETA' A RESPONSABILITA' LIMITATA,12756301003.0,152010,Roma,Lazio,marinicalzature.it,,,,,,,
PATTY B S.R.L.S.,16851951000.0,151209,Roma,Lazio,pattyb.it,,,,,,,
CALZATURIFICIO CIVITANOVESE S.R.L.,1837280435.0,152010,Macerata,Marche,www.bcced.it,,,,,,,
DADO ITALIA S.R.L.,9161210969.0,151209,Monza e della Brianza,Lombardia,www.dadolab.com,,,,,,,
ALBERTO OLIVERO S.R.L.,16619021005.0,151209,Roma,Lazio,alberto-olivero.com,,,,,,,
BLACK VENUS SRL UNIPERSONALE,1682790447.0,152010,Fermo,Marche,www.blackvenus.it,,,,,,,
BLU ITALIAN FASHION S.R.L.S.,1892020676.0,151209,Teramo,Abruzzo,www.blu-style.com,,,,,,,
CB S.R.L.,7845020960.0,152010,Milano,Lombardia,www.cbmadeinitaly.com,,,,,,,
PENNA GROUP SRL,4855060234.0,151209,Verona,Veneto,www.cp1963.com,,,,,,,
GEB S.R.L.S. - SOCIETA' UNIPERSONALE,8515791211.0,151209,Napoli,Campania,www.marcelmartillo.it,,,,,,,
FEDORA MILANO S.R.L.,7414130968.0,151209,Milano,Lombardia,www.fedorami.com,,,,,,,
M T M S.R.L.,6863890965.0,151209,Milano,Lombardia,www.gambadelegn.com,,,,,,,
SHEDYR ITALIA S.R.L.,10238630965.0,151209,Milano,Lombardia,shedyr.com,,,,,,,
ATECH S.R.L.,2684490028.0,151209,Biella,Piemonte,www.atechccavo.it,,,,,,,
LUCA NENCIONI S.R.L.,1900650506.0,152010,Pisa,Toscana,www.lucanencioni.it,,,,,,,
OGM SCARPE SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA UNIPERSONALE,4272780612.0,152010,Caserta,Campania,mascherinesubito.it,,,,,,,
ARTEMENKO S.R.L.,2794420642.0,151100,Avellino,Campania,www.artemenko.it,,,,,,,
A&A SRL,3416411209.0,151209,Bologna,Emilia-Romagna,www.aeapelletteria.it,,,,,,,
MORYLE S.R.L.,1605180437.0,152020,Macerata,Marche,en.moryle.com,,,,,,,
NOIBRAVE S.R.L.,8697880725.0,152010,Barletta-Andria-Trani,Puglia,les-italiennes.it,,,,,,,
TRENTA7 S.R.L.,13619011003.0,152010,Roma,Lazio,trenta7.com,,,,,,,
IMARINSOL SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA,3626230126.0,152020,Varese,Lombardia,www.imarinsol.it,,,,,,,
AGAVE SOCIETA' COOPERATIVA SOCIALE,5333260288.0,151209,Padova,Veneto,agavesartoriaetica.it,,,,,,,
FESTA SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA,2130190511.0,152010,Arezzo,Toscana,www.domenicofesta.com,,,,,,,
SATURNIA S.R.L.,1081930503.0,151100,Pisa,Toscana,www.conceriasaturnia.it,,,,,,,
TERMODA DUE S.R.L.,5236570726.0,152010,Bari,Puglia,www.martinab.it,,,,,,,
PLANET SHOES S.R.L.,5806380720.0,152010,Barletta-Andria-Trani,Puglia,www.planetshoes.it,,,,,,,
PHOTO ALBUM DESIGNER SOCIETA' A RESPONSABILITA' LIMITATA C.R.,6206790823.0,151209,Palermo,Sicilia,photoalbumftp.altervista.org,,,,,,,
TRESS GROUP S.R.L.,6729550829.0,151209,Palermo,Sicilia,www.salvatoresardisco.it,,,,,,,
T.D.OLD ITALIA SRL,3321460960.0,152010,Brescia,Lombardia,www.trendesit.it,,,,,,,
LAURA ZERO SRLS,6725680489.0,151209,Firenze,Toscana,biaborse.it,,,,,,,
61-PROJECT S.P.A.,3129880609.0,152010,Frosinone,Lazio,61dinoi.com,,,,,,,
KILESA SRL SEMPLIFICATA,4646320616.0,151209,Caserta,Campania,kilesa.fashion,,,,,,,
SC SRL,4233190240.0,152010,Vicenza,Veneto,www.nottinghamshoes.it,,,,,,,
ELEDOR SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA,5410590284.0,151209,Padova,Veneto,eledor.shop,,,,,,,
MENGONI ANGELA S.R.L.,1483770432.0,152020,Macerata,Marche,mengoni-angela-srl-01483770432.quantofattura.com,,,,,,,
RE49 S.R.L.,3029370305.0,152010,Udine,Friuli-Venezia Giulia,www.re49.it,,,,,,,
FRECCIA DEL SUD SOCIETA' A RESPONSABILITA' LIMITATA,2457850648.0,151100,Avellino,Campania,www.frecciadelsud.it,,,,,,,
RITAGLI DI G SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA,8478510723.0,151209,Bari,Puglia,ritaglidig.com,,,,,,,
LUCKY SKINS S.R.L.,1937780649.0,151100,Avellino,Campania,www.luckyskins.it,,,,,,,
MACRILIA LAB S.R.L.,14805231009.0,151209,Roma,Lazio,www.macrilia.it,,,,,,,
MYC - SOCIETA' A RESPONSABILITA' LIMITATA,6950481215.0,151209,Napoli,Campania,www.mychoicebags.it,,,,,,,
PRO FUT S.R.L.,5079190269.0,152010,Treviso,Veneto,tirogiro.it,,,,,,,
RECOPEL S.R.L. SOCIETA' BENEFIT,7185300485.0,151209,Firenze,Toscana,zerolabfirenze.it,5615.0,https://store.zerolabfirenze.it,2.0,zerolabfirenze.it,Status.SUCCESS,200.0,True
YOU WEAR S.R.L. START-UP COSTITUITA A NORMA DELL'ART. 4 COMMA 10 BIS DEL DECRETO LEGGE 24 GENNAIO 2015 N. 3,9702011215.0,152010,Napoli,Campania,www.bottegacapri.it,,,,,,,
CAR.LO MANIFATTURE S.R.L.,813260676.0,151200,Teramo,Abruzzo,www.car-lo.it,,,,,,,
INPELLE S.R.L.,2908290782.0,151100,Cosenza,Calabria,www.tempiodigiano.net,,,,,,,
BEBOLD S.R.L.S.,5148840266.0,151209,Treviso,Veneto,maglow.it,,,,,,,
JEANNOT'S S.R.L.,1005520729.0,152000,Bari,Puglia,www.jeannot.it,,,,,,,
GLAM SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA,4437450275.0,151209,Venezia,Veneto,bussolabag.com,,,,,,,
NEMEA S.R.L.,4339130405.0,152020,Rimini,Emilia-Romagna,runc6.com,,,,,,,
CONCERIA GARDENIA S.R.L. - IN LIQUIDAZIONE,1397230440.0,151100,Fermo,Marche,www.gevopel.com,,,,,,,
MOALTO SRL,1643190430.0,152010,Macerata,Marche,www.moalto.com,,,,,,,
AVANBLANC S.R.L.,1869590479.0,151209,Pistoia,Toscana,www.avanblanc.com,,,,,,,
LA L+SAC SRL,2778180188.0,151209,Pavia,Lombardia,www.lalusac.it,,,,,,,
CONCERIA GUANACO S.R.L.,245270509.0,151100,Pisa,Toscana,http://www.guanaco.it,,,,,,,
LABORATORIO CAVALLACCIO SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA,4624360618.0,152010,Caserta,Campania,laboratoriocavallaccio.it,,,,,,,
GODI MODA S.R.L.,1971170236.0,151209,Verona,Veneto,valeriagodi.com,,,,,,,
BYOTERI S.R.L.,2347980514.0,152010,Arezzo,Toscana,alessandroteri.com,,,,,,,
ERREDIGI - SOCIETA' A RESPONSABILITA' LIMITATA,1421490432.0,151209,Macerata,Marche,www.marchionnicollezioni.it,,,,,,,
POKER S.R.L.,3280590724.0,152010,Barletta-Andria-Trani,Puglia,www.poker-shoes.it,,,,,,,
EDOARDO & LORENZO - S.R.L.,4858390489.0,152010,Firenze,Toscana,www.edoardoelorenzo.it,,,,,,,
VEXELL S.R.L.,191820265.0,152010,Treviso,Veneto,vendramini.it,,,,,,,
VICO LAB SRL,2334980444.0,152000,Ascoli Piceno,Marche,www.v-design.it,,,,,,,
LURA SRL,2027470430.0,151209,Macerata,Marche,www.luraworld.com,,,,,,,
AP LAB S.R.L. SEMPLIFICATA,6673480486.0,151209,Firenze,Toscana,www.manifatturefirenze.it,,,,,,,
PELLETTERIE S.I.M. SOCIETA' A RESPONSABILITA' LIMITATA,6384710486.0,151209,Firenze,Toscana,www.pelletteriesim.it,,,,,,,
TECNO.CO.INN. S.R.L.,2988420648.0,151100,Avellino,Campania,tecnocoinn.it,,,,,,,
CONCERIA IRPEL S.R.L.,507680643.0,151100,Avellino,Campania,www.irpel.it,,,,,,,
NUOVA CENTAURO S.R.L. - IN LIQUIDAZIONE,998620447.0,152010,Fermo,Marche,www.albertoguardiani.com,,,,,,,
TACCHIFICIO FIDIA S.R.L. IN LIQUIDAZIONE,113750509.0,152000,Pisa,Toscana,www.tacchificiofidia.it,,,,,,,
REYTEL S.R.L.,4877180820.0,151209,Palermo,Sicilia,www.vitussi.com,,,,,,,
POLVIT BAGS S.R.L.S.,9846791219.0,151209,Napoli,Campania,www.baggeans.com,,,,,,,
MITICA S.R.L.,1439830280.0,152010,Padova,Veneto,http://www.miticashoes.com,,,,,,,
SCHEDONI LUXURY GOODS SRL,3793410360.0,151209,Modena,Emilia-Romagna,schedoni.com,,,,,,,
DARRELL COMPANY S.R.L.,4923900288.0,152010,Venezia,Veneto,www.beeworkers.it,,,,,,,
MARIGROUP S.R.L.,1556740502.0,151209,Pisa,Toscana,www.kontessaccessori.it,,,,,,,
GAITTECH S.R.L.,3890830361.0,152020,Modena,Emilia-Romagna,www.gait-tech.it,34167.0,https://flipboard.com/article/wearing-high-heels-can-be-about-comfort-thanks-to-gait-tech/a-tAnERvWYStCjPv-0GWjEqQ%3Aa%3A221841707-ab54d8e99c%2Fwwd.com,2.0,www.gait-tech.it,Status.SUCCESS,200.0,True
PUGNETTI PARMA S.R.L.,2951600341.0,151209,Parma,Emilia-Romagna,pugnettiparmabags.com,,,,,,,
DZOYE' S.R.L.,9001130963.0,152010,Milano,Lombardia,dzoye.com,,,,,,,
B & B S.R.L.,3633700244.0,151100,Vicenza,Veneto,www.salutebenessere.vi.it,,,,,,,
SMART MATERIALS S.R.L.,2471380200.0,151100,Padova,Veneto,www.smartmaterials.it,,,,,,,
DISIX S.R.L.,12636620010.0,151209,Torino,Piemonte,disix.it,,,,,,,
20ZERO1 S.R.L.,11674880965.0,152010,Milano,Lombardia,www.fuoriserie.it,29347.0,https://www.linkedin.com/in/michele-ruffin-55a95916,2.0,www.fuoriserie.it,Status.SUCCESS,200.0,True
FDL S.R.L.,7106470482.0,152010,Firenze,Toscana,www.fdl-global.com,,,,,,,
FIDELIO S.R.L.,2662340039.0,151209,Novara,Piemonte,www.fideliodog.it,,,,,,,
OL JIMMY SHOES SOCIETA' A RESPONSABILITA' LIMITATA A CAPITALE RIDOTTO,4593460266.0,152010,Treviso,Veneto,oljimmy.shop,,,,,,,
NIMA S.R.L.,4323920985.0,151209,Brescia,Lombardia,www.pelletteriag4.com,,,,,,,
SALVATORE PISANO S.P.A.,1486940610.0,152010,Caserta,Campania,www.pisanospa.com,,,,,,,
CLUTCH-E BAG S.R.L.,3691760544.0,151209,Perugia,Umbria,www.clutchebag.com,,,,,,,
BALDUCCI S.P.A. IN LIQUIDAZIONE,87730479.0,152010,Pistoia,Toscana,www.balducci.it,,,,,,,
NEW SPIDERSTRAPS S.R.L.,3693340923.0,151100,Cagliari,Sardegna,spiderstraps.com,,,,,,,
VETERE STYLE - SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA,2783150812.0,151209,Trapani,Sicilia,www.veterestyle.it,,,,,,,
REVENGE S.R.L.,7029330482.0,151209,Firenze,Toscana,borserevenge.it,,,,,,,
NOTHINK S.R.L.,4608640167.0,152010,Bergamo,Lombardia,nothinkshoes.com,,,,,,,
WORLDING S.R.L.,1637320555.0,151209,Terni,Umbria,www.mykap.it,,,,,,,
LIGIAN S.R.L.,898600507.0,152020,Pisa,Toscana,www.ligian.it,,,,,,,
CALZATURIFICIO FARFALLA S.R.L.,143650463.0,152000,Lucca,Toscana,sicurezza postale,,,,,,,
TRADINNOVAZIONE S.R.L.,4419790235.0,152010,Verona,Veneto,www.tradinnovazione.it,,,,,,,
VERA PELLAMI S.R.L.,2299480240.0,151100,Vicenza,Veneto,www.verapellami.it,,,,,,,
CONCERIA MORETTI SOCIETA' A RESPONSABILITA' LIMITATA,1269030563.0,151100,Viterbo,Lazio,www.expoleathers.com,,,,,,,
NUOVA SALUTE E BENESSERE S.R.L,4641500238.0,151209,Verona,Veneto,www.nuovasalutebenessere.it,,,,,,,
