Ragione sociale,Website,URLPositivo,Profondità,Significativo,EsitoRichiesta,CodiceRisposta
Leonard Di Rudi Calcagnile E C. Sas,https://www.impresaitalia.info/mstdb80712445/calzaturificio-blackpool-srl/casarano.aspx,,,,SUCCESSO,200.0
Gialis Srl,https://www.dnb.com/business-directory/company-profiles.giali_srl.8584c1467c7db9cdac7f7e96e2c317ae.html,,,,SUCCESSO,403.0
Planet Shoes Srl,https://www.planetshoes.it/,,,,SUCCESSO,200.0
Fimet Srl,https://www.fimet.com/,,,,SUCCESSO,200.0
Rd Di Vantaggiato Marcello,https://www.yelp.com/biz/tranceria-rd-di-vantaggiato-marcello-antonio-taviano,,,,SUCCESSO,200.0
Eulos Srl,https://eulos.mk/,,,,SUCCESSO,200.0
Red Ice S.r.l.,https://www.facebook.com/redicesrl/,,,,SUCCESSO,200.0
Babol's Shoes Di Sciancalepore Pasquale & C. Sas,https://www.yelp.com/biz/babols-shoes-di-sciancalepore-pasquale-barletta,,,,SUCCESSO,200.0
Suolificio Primo Sas Di Monterisi Maria & C.,http://www.suolificiomonterisi.it/contatti/,,,,SUCCESSO,200.0
Sicam Di Porta Giovanni & C.-s.n.c.,https://registroaziende.it/azienda/sicam-di-porta-giovanni-c-snc-molfetta,,,,SUCCESSO,200.0
Calzaturifio David Sport S.n.c. Di Bonacaro Isabella & C.,http://www.davidsport.it/,,,,SUCCESSO,503.0
Fustellificio Di Barletta S.d.f. Di Comitangelo Ruggiero E Maria,https://www.reteimprese.it/fustellatrici-fustelle/barletta/azienda/125510,,,,SUCCESSO,200.0
Calzaturificio Conca Leonarda,https://giuseppeconca.com/,,,,SUCCESSO,200.0
Pink Shoes Srl,http://www.pinkshoes.it/,,,,SUCCESSO,200.0
Pelletteria Meri Di De Lucia Domenico,https://domenicodelucia.it/en/,,,,SUCCESSO,503.0
Calzaturificio Walking Srl,https://www.calzaturificioarbiter.it/en/homepage/,,,,SUCCESSO,200.0
Tomaificio Elisa Srl,https://www.dnb.com/business-directory/company-profiles.tomaificio_elisa_srl.8cbc0b635881e6d9940f4c7cefb0fa30.html,,,,SUCCESSO,403.0
Calzaturificio F.lli Lotti S.n.c. Di Lotti Giovanni E Vincenzo,https://www.facebook.com/Calzaturefllilottisrl/,,,,SUCCESSO,200.0
2c S.a.s Di Balsamo Carmen & C,https://2c-cosmetics.it/about-us/,,,,SUCCESSO,200.0
Polisuole Srl,https://www.dnb.com/business-directory/company-profiles.poliscuole_srl.e81d92c9349416f1121057d73271d668.html,,,,SUCCESSO,403.0
Diaferia Leonardo,https://itelte.it/en/governance/,,,,SUCCESSO,200.0
Calzaturificio Pieffe Di Pistillo Filippo,https://www.misterimprese.it/puglia/barletta-andria-trani/barletta/calzaturifici-e-calzolai-fornitori/1831595.html,,,,SUCCESSO,200.0
Vingi Shoes Snc Di Digiorgio & Chiumeo,http://www.vingishoes.com/,,,,SUCCESSO,200.0
Mele Francesco,https://www.vogon.today/startmag/francesco-mele-who-is-the-new-head-of-cdp-equity/2022/08/06/,,,,SUCCESSO,200.0
Tomaificio Ago E Filo S.r.l.,https://www.dnb.com/business-directory/company-profiles.tomaificio_ph_srl.c4c9317f4dfa66330d4d8bd7ce7b685c.html,,,,SUCCESSO,403.0
Kiwi S.r.l.,https://www.dnb.com/business-directory/company-profiles.kiwi_srl.a68bf5bbe1d4d4cd220fdb29579fb20f.html,,,,SUCCESSO,403.0
La Nuova Adelchi Spa,https://www.bloomberg.com/profile/company/4249229Z:IM,,,,SUCCESSO,200.0
Calzaturificio F.lli Lomazzo S.n.c. Di Lomazzo Donato & C.,https://calzaturificiocristian.com/,,,,SUCCESSO,200.0
Calzaturificio F.lli De Feudis - S.n.c. Di Vincenzo E Giulio De Feudis,https://www.ufficiocamerale.it/6966/calzaturificio-flli-de-feudis-snc-di-vincenzo-e-giulio-de-feudis,https://cloud.google.com/sustainability/region-carbon,2.0,False,SUCCESSO,200.0
Tomaificio Due A Di Angrisano Antonio,https://www.coobiz.it/azienda/barletta-tomaificio/co1624962,,,,SUCCESSO,200.0
Tomaificio Mita Di Dimatteo Addolorata & C Snc,https://www.ufficiocamerale.it/8575/tomaificio-mita-di-dimatteo-addolorata-c-snc,https://cloud.google.com/sustainability/region-carbon,2.0,False,SUCCESSO,200.0
Calzaturificio Bob S.r.l.,https://www.dnb.com/business-directory/company-profiles.calzaturificio_bob_srl.d050044209f3c36ac25a7dca5530ae28.html,,,,SUCCESSO,403.0
Franco Vaccariello Srl,https://www.dnb.com/business-directory/company-profiles.franco_vaccariello_srl.e779dd1e946b5a3d037f6e3831d3a2fe.html,,,,SUCCESSO,403.0
Parc S.r.l.,https://www.dnb.com/business-directory/company-profiles.parc_srl.beca90a8c4f82ea1cf3c1bf9ec7f65fb.html,,,,SUCCESSO,403.0
Flying Dance Srl,https://www.misterimprese.it/puglia/lecce/taviano/calzature-e-scarpe-su-misura-e-calzolai/1905097.html,,,,SUCCESSO,200.0
Calzaturificio Dea Srl,https://primafirenze.it/cronaca/calzaturificio-distrutto-dalle-fiamme-a-capannori/,,,,SUCCESSO,200.0
Degi Shoes Di Defazio Giuseppe,https://www.yelp.com/biz/degi-shoes-di-defazio-giuseppe-barletta,,,,SUCCESSO,200.0
L.m. Di Marti Luigi,https://www.remax.it/trova/agenti-agenzie/agente/luigi-marti,https://www.remax.it/trova/agenti-agenzie/agente/luigi-marti,1.0,False,SUCCESSO,
Pellegrino Michele,https://www.facebook.com/public/Michele-Pellegrino/,,,,SUCCESSO,200.0
Calzaturificio Noisy Dei F.lli Nugnes S.n.c. Di Pasquale & Giovanni Nugnes,https://it.nugnes1920.com/collections/calzature-donna,,,,SUCCESSO,200.0
Suolificio Rodal Di Rodriquez Elena,http://www.aziendeinrete.it/puglia/andria-barletta-trani/barletta/calzaturifici-e-calzolai-forniture/097091064068088096091.html,,,,ERRORE,
Sharon D Sas Di Bartucca Giuseppina & C.,https://www.coobiz.it/azienda/casarano-fabbricazione-calzature/co9119712,,,,SUCCESSO,200.0
D'elia Nicoletta,https://www.linkedin.com/in/nicoletta-d-elia-napoli-9917a539,,,,SUCCESSO,999.0
D.p. Di Dipalo Pasquale,https://www.dnb.com/business-directory/company-profiles.dfp_di_dipalo_pasquale.3d0e471c71139c4779c0168f735a68d9.html,,,,SUCCESSO,403.0
Max Air Collection Soc Coop,https://foxesscommunity.com/viewtopic.php?t=346,,,,SUCCESSO,200.0
Lady Marianna Srl,https://www.palazzovalentino.com/en/il-salotto-di-marianna/,,,,SUCCESSO,200.0
Giovani Italiani Di Cappabianca Anna Angela & C. Sas,https://www.adelinicappabianca.com/,,,,SUCCESSO,200.0
Calzaturificio Trend's Di Boccasile Concetta,https://www.italianshoes.com/en/the-90-year-history-of-calzaturificio-brunate/,https://www.italianshoes.com/en/workshop-sneakers-made-from-waste-material,2.0,True,SUCCESSO,200.0
Barracchia Calzature Snc Di Barracchia Giuseppe & C.,https://www.calzaturificiobarracchia.com/,,,,SUCCESSO,200.0
Duegi Srl,https://www.duegi-bg.it/,,,,SUCCESSO,200.0
Calzaturificio Vereto Srl,https://walles.it/,,,,SUCCESSO,200.0
Safetech Footwear Srl,https://safe-tech.it/company/,,,,SUCCESSO,200.0
Curci Francesco,https://www.researchgate.net/profile/Francesco-Curci-2,,,,SUCCESSO,403.0
La Nuova Dimensione Srl,https://www.nuova-dimensione.it/,,,,SUCCESSO,200.0
Conbar Snc Di Cacciatore Lucia E Barone Damiano,https://orcid.org/0000-0002-0091-385X,,,,SUCCESSO,200.0
Calzaturificio William Sas Di Bartucca Giuseppina & C.,https://www.impresaitalia.info/mstdb80712445/calzaturificio-blackpool-srl/casarano.aspx,,,,SUCCESSO,200.0
Green Srl,https://www.greensrl.it/en/,,,,SUCCESSO,200.0
La Edo Sas Di Lovino Giovanni & C.,https://www.eccellenzeitaliane.com/aziende/la-edo-sas-di-lovino-giovanni-e-c/487803,,,,SUCCESSO,200.0
Calzaturificio Blackpool Srl,https://www.patriziashoes.com/en/the-company/calzaturificio/,,,,SUCCESSO,200.0
Lucy Moda Di De Bari Vincenzo,https://italialei.it/informazioni-dettagliate/33660347/lucy-moda-di-de-bari-vincenzo/,,,,SUCCESSO,200.0
Dellisanti Vincenza,https://www.facebook.com/vincenza.dellisanti.7/,,,,SUCCESSO,200.0
Tomaificio Futura Di Amorosini Carmela E De Palma Michele S.n.c.,https://www.diocesimolfetta.it/blog/wd-interventi-vesc/omelia-per-linizio-del-ministero-pastorale-di-don-michele-amorosini/,,,,SUCCESSO,200.0
Rugan Sas Di Morgese Pasquale,https://alphabetcity.it/2020/09/03/chi-e-pasquale-morgese-quello-che-sappiamo-sullex-socio-di-chiara-ferragni/,https://flipboard.com/@motoianacri106r/alphabetcity-iaudf131y,2.0,False,SUCCESSO,200.0
La Sfida Di Mastronunzio Luigi & Figli Sas,https://www.facebook.com/people/Luigi-Salvante-Figli-SAS/100077081566320/,,,,SUCCESSO,200.0
Vincenti Srl Societa' Unipersonale,https://www.informazionefiscale.it/Srl-unipersonale-socio-unico-codice-civile,,,,SUCCESSO,200.0
Calzificio Gelso Di Gaetani Quintina,https://www.dnb.com/business-directory/company-profiles.calzificio_gelso_di_gelso_roberto_e_gaetani_quintina_snc.5dbdba0bfa074fa28308398a0c24b01c.html,,,,SUCCESSO,403.0
Societa' Cooperativa Alias,https://www.coopsocialealis.it/,,,,SUCCESSO,200.0
Bracco Accessori Srl,https://www.informazione-aziende.it/Azienda_BRACCO-ACCESSORI-SRL,,,,SUCCESSO,200.0
Caretto Antonio,http://www.betreatedwell.com/,,,,SUCCESSO,200.0
Ten & Co Srl,https://www.tenco.it/en/,,,,SUCCESSO,200.0
Suolificio S.m. Srl,http://sgm.com/?lang=en,,,,SUCCESSO,200.0
Vi.nel Di Danese Nadia,https://www.corriere.it/sport/calcio/24_gennaio_30/nadia-nadim-milan-storia-calciatrice-afghana-2a76f08c-bdc0-11ee-953a-f2625d858469.shtml,,,,SUCCESSO,200.0
Flair Di Cassatella Savino & C. Snc,https://www.dnb.com/business-directory/company-profiles.cassatella_savino.9b1c87ff489ad3b4c57164426b23874a.html,,,,SUCCESSO,403.0
Calzaturificio Prati Verdi Di Balzano Angela Maria,https://www.calzaturificioprativerdi.com/,,,,SUCCESSO,200.0
Iris Sud Srl,https://www.dnb.com/business-directory/company-profiles.iris_sud_srl.e257e79055987e6a1b15fbc27e73d01e.html,,,,SUCCESSO,403.0
Di Lernia Nicola,http://www.nicoladilernia.it/,https://medium.com/@nicoladilernia,2.0,False,SUCCESSO,200.0
Euro Style '94 Srl,https://curia.europa.eu/juris/document/document.jsf?docid=50713&doclang=EN,,,,SUCCESSO,200.0
Sole Del Sud Srl,https://www.soledelsud.ch/,,,,SUCCESSO,200.0
Stilmoda Srl,https://www.bloomberg.com/profile/company/4200353Z:IM,,,,SUCCESSO,200.0
Euromant S.r.l. Calzaturificio,https://www.euromatsrl.it/en/who-we-are/,,,,SUCCESSO,200.0
Dicorato Lazzaro,https://www.facebook.com/public/Lazzaro-Dicorato/,,,,SUCCESSO,200.0
Calzaturificio Onde Piane Di De Palma Rosa,http://bellvalefarms.com/bellvale-merch/?b=bel261c877146-calzaturificio-onde-piane,,,,SUCCESSO,403.0
Calzaturificio Gimmi Di Porcelluzzi Vincenza,https://do24.it/companies/105503/flcalzaturificio-gimmi-di-porcelluzzi-vincenza/,,,,SUCCESSO,404.0
Degiorgio Srl,https://degeorgiogroup.it/,,,,SUCCESSO,200.0
Rex Srl,https://www.dnb.com/business-directory/company-profiles.rex_srl.3c1e285807e2fc3dd3ad44f67ef84772.html,,,,SUCCESSO,403.0
Calzaturificio Glove Srl Con Unico Socio,https://www.impresaitalia.info/mstdb81152906/calzaturificio-glove-srl-con-unico-socio/barletta.aspx,,,,SUCCESSO,200.0
F.lli Fabiano Srl,https://www.dnb.com/business-directory/company-profiles.flli_fabiano_srl.18f300cbe22d114463900d10c6e75e0e.html,,,,SUCCESSO,403.0
Base Protection Srl,https://www.baseprotection.com/,,,,SUCCESSO,200.0
Cfg Italia Srl,https://www.cfgsrl.com/en/,,,,SUCCESSO,200.0
Ekotime Srl,https://www.dnb.com/business-directory/company-profiles.ekotime_srl.717d3285cd0bcf8f07c2e3c843c15f33.html,,,,SUCCESSO,403.0
Gpm Di Alfredo Perticaro Tomaificio Calzaturificio,https://www.tomaificioar.it/,,,,SUCCESSO,200.0
Calzaturificio Mediterraneo Di Giorgio Carida' &c. - S.n.c.,https://www.diomedi.it/,,,,SUCCESSO,200.0
Meligrana Giuseppe,https://www.meligranaeditore.com/,,,,SUCCESSO,200.0
Calzaturificio Bianco Giovanni,https://www.fabiani.com/,,,,SUCCESSO,200.0
Top Group Srl,http://www.topgroup.it/,,,,SUCCESSO,200.0
Cannella Gaetano,https://www.facebook.com/public/Gaetano-Cannella/,,,,SUCCESSO,200.0
Calzaturificio Grazia Srl,http://calzaturificiograzia.it/,,,,SUCCESSO,200.0
Calzaturificio Cirino Di Cirino Bartolomeo E Figli Snc,https://www.cylex-italia.it/nicosia/calzaturificio-cirino-di-cirino-bartolomeo-e-figli-13791465.html,,,,SUCCESSO,403.0
Carta Mariella,https://www.instagram.com/mariellacartaa_coach/,,,,SUCCESSO,200.0
Pinto Andrea,https://www.instagram.com/pintoandrea94/,,,,SUCCESSO,200.0
Italsecur Srl,https://www.italsecure.it/,,,,SUCCESSO,200.0
C.t.o Centro Tecnico Ortopedico S.n.c. Di Di Domenico Giovanni & C.,https://www.ctosas.it/,,,,SUCCESSO,200.0
Perricone Franco,https://www.facebook.com/public/Perricone-Franco/,,,,SUCCESSO,200.0
Caccamo Pietro,https://www.linkedin.com/in/pietro-caccamo-213999278,,,,SUCCESSO,999.0
Furceri Gaetano,https://www.facebook.com/gaetano.furceri/,,,,SUCCESSO,200.0
Cacia Massimiliano,https://www.dnb.com/business-directory/company-profiles.fly_dances_di_cacia_massimiliano.058949a276e819b0dcf3e7b864db241a.html,,,,SUCCESSO,403.0
Nuova Valmon Srl,https://www.dnb.com/business-directory/company-profiles.nuova_valmon_srl.d059a4926508e7c691fbd1c3289f73b6.html,,,,SUCCESSO,403.0
Meloni Roberto,https://en.wikipedia.org/wiki/Roberto_Agostino_Meloni,,,,SUCCESSO,200.0
GUCCIO GUCCI S.P.A.,https://www.gucci.com/us/en/nst/history-of-gucci,,,,SUCCESSO,200.0
CALZEDONIA S.P.A.,https://www.calzedoniagroup.com/en,,,,SUCCESSO,200.0
PRADA S.P.A.,https://www.pradagroup.com/en.html,,,,SUCCESSO,200.0
GUCCI LOGISTICA SPA,https://www.dnb.com/business-directory/company-profiles.gucci_logistica_spa.a69adfaf26896fdec93c33ceeec5f958.html,,,,SUCCESSO,403.0
GIORGIO ARMANI S.P.A.,https://www.armani.com/,,,,SUCCESSO,200.0
OVS SPA,https://ovscorporate.it/en/,,,,ERRORE,
ZARA ITALIA S.R.L.,https://www.zara.com/it/,,,,SUCCESSO,200.0
INDUSTRIES S.P.A.,https://www.bloomberg.com/profile/company/4420829Z:IM,,,,SUCCESSO,200.0
G.A. OPERATIONS S.P.A.,https://www.dnb.com/business-directory/company-profiles.ga_operations_spa.fd4e48c67e55dbe07aec8f15b0bafa6f.html,,,,SUCCESSO,403.0
BENETTON GROUP S.R.L.,https://en.wikipedia.org/wiki/Benetton_Group,https://som.yale.edu/story/2022/over-1000-companies-have-curtailed-operations-russia-some-remain,2.0,False,SUCCESSO,200.0
DOLCE & GABBANA S.R.L.,https://www.dolcegabbana.com/,,,,SUCCESSO,200.0
SALVATORE FERRAGAMO S.P.A.,https://www.ferragamo.com/,,,,SUCCESSO,200.0
KERING FASHION OPERATIONS S.R.L.,https://www.kering.com/en/group/,,,,SUCCESSO,200.0
FENDI S.R.L.,https://www.fendi.com/,,,,SUCCESSO,200.0
VALENTINO S.P.A.,https://www.valentino.com/en-us/,,,,SUCCESSO,200.0
MAX MARA S.R.L.,https://world.maxmara.com/,,,,SUCCESSO,200.0
H & M HENNES & MAURITZ S.R.L.,https://hmgroup.com/,,,,SUCCESSO,200.0
LORO PIANA S.P.A.,https://us.loropiana.com/en/,https://us.loropiana.com/en/FAQs,2.0,True,SUCCESSO,200.0
BOTTEGA VENETA S.R.L.,https://www.bottegaveneta.com/,,,,SUCCESSO,200.0
GIANNI VERSACE S.R.L.,https://www.versace.com/us/en/about-us/company-profile.html,,,,SUCCESSO,200.0
TEDDY S.P.A.,https://www.teddy.it/en/home/,,,,SUCCESSO,404.0
GEOX S.P.A.,https://www.geox.biz/en/index.html,https://www.engitel.com,2.0,False,SUCCESSO,200.0
ADIDAS ITALY S.P.A.,https://www.adidas.it/,,,,SUCCESSO,200.0
DIESELS.P.A.,https://en.wikipedia.org/wiki/Diesel_(company),https://sourcingjournal.com/denim/denim-brands/otb-diesel-glenn-martens-italian-denim-2021-metaverse-sustainability-328188,2.0,False,SUCCESSO,200.0
BRUNELLO CUCINELLI S.P.A.,https://www.brunellocucinelli.com/en/,,,,SUCCESSO,200.0
LUXURY GOODS ITALIA S.P.A.,https://www.dnb.com/business-directory/company-profiles.luxury_goods_italia_spa.f81b967f2c1c41de79db71f386549b64.html,,,,SUCCESSO,403.0
MIROGLIO FASHION S.R.L.,https://www.mirogliofashion.com/,,,,SUCCESSO,200.0
COMPAR SOCIETA’ PER AZIONI,https://www.compar-srl.it/en/company/about-us/,,,,SUCCESSO,200.0
MANUFACTURES DIOR S.R.L.,https://www.dnb.com/business-directory/company-profiles.manufactures_dior_srl.b486c17dbf744f2e1a5052583c36d0aa.html,,,,SUCCESSO,403.0
STAFF INTERNATIONAL S.P.A.,https://www.otb.net/en/staff-international,https://www.otb.net/en/staff-international/news/otb-presents-the-italian-fashion-value-chain-in-the-m-a-d-e-docuseries,2.0,True,SUCCESSO,200.0
PIAZZA ITALIA S.P.A.,https://www.piazzaitalia.it/,,,,SUCCESSO,200.0
LUXURY GOODS OUTLET S.R.L.,https://www.dnb.com/business-directory/company-profiles.luxury_goods_outlet_srl.4e6d6ccaab58fe3f4f3e0489fe85f7f3.html,,,,SUCCESSO,403.0
CHANEL S.R.L.,https://www.bloomberg.com/profile/company/4264133Z:IM,,,,SUCCESSO,200.0
LIU.JO S.P.A.,https://www.liujo.com/int/,,,,SUCCESSO,200.0
GRUPPO MASTROTTO S.P.A.,https://www.mastrotto.com/,,,,SUCCESSO,200.0
DECATHLON PRODUZIONE IT. S.R.L.,https://www.decathlon.it/,,,,SUCCESSO,200.0
YVES SAINT LAURENT M. S.R.L.,https://www.ysl.com/,,,,SUCCESSO,200.0
MAXIMA S.R.L.,https://www.maximaonline.it/en/home-2/,,,,SUCCESSO,200.0
CONCERIA PASUBIO S.P.A.,https://www.pasubio.com/,,,,SUCCESSO,200.0
GIORGIO ARMANI RETAIL S.R.L.,https://www.armani.com/,,,,SUCCESSO,200.0
IN.CO INDUSTRIA CONFEZIONI S.P.A.,https://www.grupporm.com/case-histories/in-co-industria-confezioni-s-p-a/,,,,SUCCESSO,200.0
MANUFACTURE DE S. LOUIS VUITTON S.R.L.,https://us.louisvuitton.com/eng-us/magazine/articles/louis-vuitton-manufactures,https://us.louisvuitton.com/eng-us/magazine/articles/louis-vuitton-manufactures,1.0,True,SUCCESSO,
OFFWHITE OPERATING S.R.L,https://www.off---white.com/en-us/customer-service-feed/corporate-information,,,,SUCCESSO,200.0
FURLA S.P.A.,https://www.furla.com/,,,,SUCCESSO,200.0
GEOX RETAIL S.R.L.,https://www.geox.com/it-IT/,,,,SUCCESSO,200.0
RINO MASTROTTO GROUP S.P.A.,https://www.rinomastrotto.com/,,,,SUCCESSO,200.0
VF ITALIA SRL,https://www.vfc.com/,,,,SUCCESSO,200.0
PVH ITALIA S.R.L.,https://pvh.com/,,,,SUCCESSO,200.0
GUESS ITALIA S.R.L.,https://www.guess.eu/it-it/home,,,,SUCCESSO,200.0
CHAMPION EUROPE SRL,https://www.linkedin.com/company/champion,,,,SUCCESSO,200.0
BALENCIAGA LOGISTICA S.R.L.,https://www.dnb.com/business-directory/company-profiles.balenciaga_logistica_srl.647e98720eae452a910a856141fe36cf.html,,,,SUCCESSO,403.0
IMAC S.P.A.,https://www.imac-italia.it/ing/home.html,,,,SUCCESSO,200.0
BERSHKA ITALIA S.R.L.,https://www.bershka.com/it/,,,,SUCCESSO,200.0
CAPRI S.R.L.,https://caprigroup.eu/,,,,SUCCESSO,200.0
EZI S.P.A.,https://www.dnb.com/business-directory/company-profiles.ezi_spa.635a8bf21c9be7b8fdd34fa7b06a04c1.html,,,,SUCCESSO,403.0
TECNICA GROUP S.P.A.,https://www.tecnicagroup.com/,,,,SUCCESSO,200.0
SPORTSWEAR COMPANY S.P.A.,https://www.bloomberg.com/profile/company/4186697Z:IM,,,,SUCCESSO,200.0
GOLDEN GOOSE S.P.A.,https://www.goldengoose.com/us/en,,,,SUCCESSO,200.0
PRENATAL S.P.A.,https://www.thebump.com/a/spa-safety-while-pregnant,,,,SUCCESSO,200.0
TWINSET S.P.A.,https://www.twinset.com/,,,,SUCCESSO,200.0
PIGINI S.R.L.,https://www.pigini.com/,,,,SUCCESSO,200.0
DIFFUSIONE TESSILE S.R.L.,https://it.intrend.it/,,,,SUCCESSO,200.0
FASHION BOX S.P.A.,https://www.replayjeans.com/gb/about-us/,,,,SUCCESSO,200.0
ALPINESTARS S.P.A.,https://www.alpinestars.com/,,,,SUCCESSO,200.0
STRADIVARIUS ITALIA S.R.L.,https://www.stradivarius.com/it/,,,,SUCCESSO,200.0
CELINE PRODUCTION S.R.L.,https://www.linkedin.com/company/celine-production-s.r.l.--,https://fr.linkedin.com/company/lvmh?trk=similar-pages,2.0,False,SUCCESSO,200.0
RENATO CORTI S.P.A.,https://www.renatocorti.it/,,,,SUCCESSO,200.0
DAINESE S.P.A.,https://www.dainese.com/us/en/,,,,SUCCESSO,200.0
ETRO S.P.A.,https://www.etro.com/us-en/,,,,SUCCESSO,200.0
CRIS CONF. S.P.A.,https://www.crisconf.it/,,,,SUCCESSO,200.0
MARELLA S.R.L.,https://www.marellagroup.it/,,,,SUCCESSO,200.0
GRISPORT S.P.A.,https://grisport.it/company/?lang=en,,,,SUCCESSO,404.0
ELITE S.R.L.,https://www.elite-it.com/en/,,,,SUCCESSO,200.0
GOLDEN LADY COMPANY SPA,https://www.goldenladycompany.com/en,,,,SUCCESSO,200.0
AEFFE S.P.A.,https://aeffe.com/,,,,SUCCESSO,200.0
MANIFATTURE DEL NORD S.R.L.,https://www.bloomberg.com/profile/company/4278981Z:IM,,,,SUCCESSO,200.0
F.LLI CAMPAGNOLO S.P.A.,https://web.campagnolo.it/,,,,SUCCESSO,200.0
ORIGINAL MARINES S.P.A.,https://originalmarines-corporate.com/en,,,,SUCCESSO,200.0
DIADORA S.P.A.,https://www.diadora.com/en/us/,,,,SUCCESSO,200.0
LEO SHOES S.R.L.,https://www.leoshoes.it/en/,,,,SUCCESSO,200.0
VIBRAM S.P.A.,https://www.vibram.com/,,,,SUCCESSO,200.0
BASICITALIA S.P.A.,https://www.linkedin.com/company/basicitalia-s-p-a-,,,,SUCCESSO,200.0
DANI S.P.A.,https://www.gruppodani.com/en/,,,,SUCCESSO,200.0
B.A.G. S.P.A.,https://nerogiardini.it/azienda,,,,SUCCESSO,200.0
PULL & BEAR ITALIA S.R.L.,https://www.pullandbear.com/it/,,,,SUCCESSO,200.0
INTICOM S.P.A.,https://www.bloomberg.com/profile/company/4280077Z:IM,,,,SUCCESSO,200.0
FAEDA S.P.A.,https://www.faeda.com/en,,,,SUCCESSO,200.0
U GROUP S.R.L.,https://www.dnb.com/business-directory/company-profiles.u_group_srl.7d2bb56e23a5597136e39c2fdfc36218.html,,,,SUCCESSO,403.0
LUISA VIA ROMA S.P.A.,https://www.luisaviaroma.com/en-us,,,,SUCCESSO,200.0
CALZATURIFICIO GENSI GROUP S.R.L.,https://www.calzaturificiogensi.com/,,,,SUCCESSO,200.0
KUVERA S.P.A.,https://www.linkedin.com/company/kuvera-spa-carpisa-,,,,SUCCESSO,200.0
TIGER FLEX S.R.L.,https://www.dnb.com/business-directory/company-profiles.tiger_flex_srl.dd6f757d5c3da2e4527531a667f4e9a7.html,,,,SUCCESSO,403.0
IMAX S.R.L.,https://www.bloomberg.com/profile/company/8834129Z:IM,,,,SUCCESSO,200.0
S.E.K.I. SRL,https://www.dnb.com/business-directory/company-profiles.seki_srl.8039ffa51b0f88aea328db9b45e83ac3.html,,,,SUCCESSO,403.0
CANALI S.P.A.,https://www.canali.com/,,,,SUCCESSO,200.0
MARINA RINALDI S.R.L.,https://www.marinarinaldi.com/,,,,SUCCESSO,200.0
COFRA S.R.L.,http://www.cofra.it/en/,,,,TIMEOUT,
MICHAEL KORS ITALY S.R.L.,https://www.michaelkors.it/,,,,SUCCESSO,200.0
RL FASHIONS OF EUROPE S.R.L.,https://www.bloomberg.com/profile/company/1698Z:IM,,,,SUCCESSO,200.0
DAMA S.P.A.,https://it.linkedin.com/company/dama-s.p.a.,https://it.linkedin.com/company/loro-piana?trk=similar-pages,2.0,False,SUCCESSO,200.0
HIM CO S.P.A.,https://www.himco.it/,,,,SUCCESSO,200.0
IMPERIAL S.P.A.,https://theimperialspa.com/lasvegas,,,,SUCCESSO,200.0
FONTANA PELLETTERIE S.P.A.,https://www.fontanamilano1915.com/,,,,SUCCESSO,200.0
PELLETTERIA RICHEMONT FI. S.R.L.,https://www.dnb.com/business-directory/company-profiles.pelletteria_richemont_firenze_srl.8c98d74c2dd78a53fb59d8a053f7cafd.html,,,,SUCCESSO,403.0
ALEXANDER MCQUEEN L. S.R.L.,https://www.dnb.com/business-directory/company-profiles.alexander_mcqueen_logistica_srl.ec3b926357002ef2c642cbb99ca64e2c.html,,,,SUCCESSO,403.0
BETTY BLUE S.P.A.,https://www.elisabettafranchi.com/eu/company-profile/,,,,SUCCESSO,200.0
POLLINI S.P.A.,https://www.pollini.com/en/woman,,,,SUCCESSO,200.0
SAINT LAURENT SHOES S.R.L.,https://www.ysl.com/en-us/shop-women/shoes/all-shoes,,,,SUCCESSO,200.0
FENDI ITALIA SRL,https://www.fendi.com/it-it/,,,,SUCCESSO,200.0
CHRISTIAN DIOR ITALIA S.R.L.,https://www.dior.com/it_it,,,,SUCCESSO,200.0
WOOLRICH EUROPE S.P.A.,https://careers.woolrich.com/,,,,SUCCESSO,200.0
BESTSELLER ITALY S.P.A.,https://bestseller.com/,https://bestseller.com/careers,2.0,True,SUCCESSO,200.0
BBB S.P.A.,https://www.bloomberg.com/profile/company/4177717Z:IM,,,,SUCCESSO,200.0
ARENA S.P.A.,https://en.wikipedia.org/wiki/Arena_(swimwear),,,,SUCCESSO,200.0
HERNO S.P.A.,https://corporate.herno.com/en/history/,,,,SUCCESSO,200.0
GOLDENPOINT S.P.A.,https://www.goldenpoint.com/it_it/,,,,SUCCESSO,403.0
UCM SPORTSWEAR S.R.L.,https://www.dnb.com/business-directory/company-profiles.ucm_sportswear_srl.86d79ce81c968d1a2a48a19370a02602.html,,,,SUCCESSO,403.0
PRIMADONNA SOCIETA’ PER AZIONI,https://www.primadonnacollection.com/about-us.html,,,,SUCCESSO,200.0
D.B. GROUP S.P.A.,https://www.dbgroup.net/en,,,,SUCCESSO,200.0
LA SPORTIVA S.P.A.,https://www.lasportivausa.com/,,,,SUCCESSO,200.0
MACRON S.P.A.,https://www.macron.com/,,,,SUCCESSO,200.0
PUMA ITALIA S.R.L.,https://eu.puma.com/it/it/home,,,,SUCCESSO,200.0
MANIFATTURA MARIO COLOMBO & C. S.P.A.,https://www.colmar.com/it/history/history.html,,,,SUCCESSO,200.0
