Ragione sociale,Partita IVA,"ATECO 2007
codice",Provincia,Indirizzo sede legale - Regione,Website,URLPositivo,NellaHomepage,Significativo,EsitoRichiesta,CodiceRisposta
GAM S.R.L.,1043820479.0,152010.0,Pistoia,Toscana,www.gamsrl.net,,,,ERRORE,
ISOSOLES S.R.L.,1207030444.0,152020.0,Fermo,Marche,www.isosoles.net,,,,ERRORE,
CALZATURIFICIO GIMAR - S.R.L.,1562960508.0,152010.0,Pisa,Toscana,www.calzaturificiogimar.it,,,,SUCCESSO,200.0
NEW LEATHER TECNOLOGY SRL,4096650249.0,151100.0,Vicenza,Veneto,www.newleathertecnology.it,,,,SUCCESSO,200.0
LAVORAZIONE ARTIGIANA DEL CUOIO S.R.L.,8006220159.0,151200.0,Milano,Lombardia,www.alfredoberetta.it,,,,SUCCESSO,200.0
HOPE SRL,2332480447.0,152010.0,Fermo,Marche,www.hopesneakers.it,,,,SUCCESSO,404.0
ALIENINA SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA,3291230542.0,151209.0,Perugia,Umbria,shop.alienina.com,,,,SUCCESSO,200.0
FABI.SAR. S.R.L.,1045200449.0,152010.0,Fermo,Marche,www.fiorifrancesi.com,,,,SUCCESSO,200.0
LAB 20.3 SOCIETA'COOPERATIVA,9470181216.0,151209.0,Napoli,Campania,www.lab20-3.com,,,,SUCCESSO,200.0
ARGOS TANNERY S.R.L.,1799780505.0,151100.0,Pisa,Toscana,www.argostannery.it,,,,SUCCESSO,200.0
MARCO SOTTOTACCHI SRL,1957700436.0,152020.0,Macerata,Marche,www.marcosottotacchi.it,,,,SUCCESSO,200.0
IL FORO S.R.L.,1133740504.0,151100.0,Pisa,Toscana,www.ilforosrl.it,,,,SUCCESSO,200.0
GIULY AV SRL,2629830460.0,152010.0,Lucca,Toscana,www.lartigianaviareggina.it,,,,SUCCESSO,500.0
CIPOLLETTI S.R.L.,1685610444.0,152010.0,Fermo,Marche,www.rossolatino.com,,,,SUCCESSO,500.0
C.R.B. - CALZATURIFICI RIUNITI BUSTESI - S.R.L.,1235380126.0,152010.0,Varese,Lombardia,www.crb-italy.it,,,,SUCCESSO,200.0
TACCHIFICIO STELLA SRL,1746300449.0,152020.0,Fermo,Marche,www.stella.solesfactory.it,,,,ERRORE,
LADY MARY S.R.L.,1990560441.0,152010.0,Fermo,Marche,www.calzatureladymary.it,,,,ERRORE,
MARCO BUGGIANI S.R.L.,4664100486.0,151209.0,Firenze,Toscana,www.marcobuggiani.com,,,,ERRORE,
MARINI S.R.L.,2109170510.0,151209.0,Arezzo,Toscana,www.mariniforniture.com,,,,SUCCESSO,200.0
JCP SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA,6850040483.0,151209.0,Firenze,Toscana,www.malucchi.it,,,,SUCCESSO,200.0
VIVA PELLE - SOCIETA' A RESPONSABILITA' LIMITATA,1675570400.0,151200.0,Rimini,Emilia-Romagna,www.vivapelle.it,,,,ERRORE,
ETIKOS S.R.L.,3966000238.0,151100.0,Vicenza,Veneto,www.tamponaturapelliamano.it,,,,SUCCESSO,200.0
ALBERTO FASCIANI S.R.L.,1974020446.0,152010.0,Fermo,Marche,http://www.albertofasciani.it,,,,SUCCESSO,200.0
FULL SKIN S.R.L.,2291560643.0,151100.0,Avellino,Campania,www.fullskin.it,,,,SUCCESSO,200.0
KARMAN S.R.L. UNIPERSONALE,2872940248.0,151100.0,Vicenza,Veneto,www.karmansrl.com,,,,ERRORE,
EUROSAN S.R.L.,1748970355.0,152010.0,Reggio nell'Emilia,Emilia-Romagna,www.eurosancr.com,,,,SUCCESSO,200.0
MHS S.R.L.,3366260242.0,152010.0,Vicenza,Veneto,meneghinihockey.it,,,,SUCCESSO,200.0
GAETANO BONINO S.R.L.,8742991212.0,151209.0,Napoli,Campania,www.bonino.it,,,,SUCCESSO,200.0
ATLANTIS LEATHERWORKS S.R.L.,6908160481.0,151209.0,Firenze,Toscana,www.iacobella.com,,,,SUCCESSO,200.0
KLAUS S.R.L.,3752580278.0,151209.0,Venezia,Veneto,www.klausdiffusion.com,,,,SUCCESSO,200.0
PIA LOVE S.R.L.,7920141210.0,152010.0,Napoli,Campania,www.twelveitalia.it,,,,TIMEOUT,
FAUSTO SANTINI - S.R.L.,1299331007.0,152010.0,Roma,Lazio,www.faustosantini.com,,,,SUCCESSO,200.0
MIXER S.R.L.,3588180723.0,152010.0,Barletta-Andria-Trani,Puglia,les-italiennes.it,,,,SUCCESSO,200.0
SALUBER SRL,2867470243.0,152020.0,Vicenza,Veneto,www.sauber.com,,,,ERRORE,
PAFIMURI CALZATURE S.R.L.,4340790759.0,152010.0,Lecce,Puglia,www.micanto.it,,,,ERRORE,
EUPHORIA SRL,3394340834.0,151209.0,Messina,Sicilia,www.euphoriasrl.it,,,,SUCCESSO,200.0
BAGOLO S.R.L. SEMPLIFICATA,3627800133.0,151209.0,Como,Lombardia,www.bagolo.it,,,,SUCCESSO,503.0
NEW LADY PELLETTERIA S.R.L.,1677610436.0,151209.0,Macerata,Marche,new-lady-pelletteria-srl-01677610436.quantofattura.com,,,,SUCCESSO,503.0
ARM S.R.L.,3351280544.0,151209.0,Perugia,Umbria,www.militarystyle.com,,,,SUCCESSO,200.0
ORTHOPANT SRL,2952000210.0,152010.0,Bolzano/Bozen,Trentino-Alto Adige,www.orthopant.com,,,,SUCCESSO,200.0
NUOVA CERVINIO S.R.L.,904990439.0,152010.0,Macerata,Marche,www.nuovacervinio.it,,,,SUCCESSO,200.0
LEATHER CROWN S.R.L.,1628030197.0,152010.0,Venezia,Veneto,leathercrown.it,,,,SUCCESSO,200.0
LEDART S.R.L.,3107020244.0,151100.0,Vicenza,Veneto,www.ledart.it,,,,SUCCESSO,404.0
PASOMAR S.R.L.,1982910679.0,151209.0,Teramo,Abruzzo,www.pasomar.com,,,,SUCCESSO,200.0
ACG CALZATURE SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA,4825440755.0,152010.0,Lecce,Puglia,www.acgcalzature.com,,,,SUCCESSO,200.0
FERLEA SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA,4314660616.0,152010.0,Caserta,Campania,drudditalia.com,,,,SUCCESSO,200.0
CALZATURIFICIO 20.08 SOCIETA' COOPERATIVA A R.L.,2342090418.0,152010.0,Pesaro Urbino,Marche,2008calzaturificio.wordpress.com,,,,SUCCESSO,200.0
TULSI S.R.L.,4253310405.0,151209.0,Rimini,Emilia-Romagna,tulsi-italy.com,,,,SUCCESSO,200.0
I VERDE S.R.L.,7853930639.0,152020.0,Napoli,Campania,www.iverde.it,,,,ERRORE,
SM PRODUCTION S.R.L. UNIPERSONALE,4295130613.0,152010.0,Caserta,Campania,www.triocalzature.com,,,,SUCCESSO,200.0
CALZATURIFICIO PRIMITEMPI S.R.L.,2455260444.0,152010.0,Fermo,Marche,www.primitempi.it,,,,SUCCESSO,200.0
IMPUT SHOES SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA,4800240261.0,152010.0,Treviso,Veneto,www.imputshop.it,,,,SUCCESSO,200.0
CORAME IMMOBILIARE S.R.L.,2151630965.0,151209.0,Monza e della Brianza,Lombardia,corame.it,,,,SUCCESSO,200.0
LEXIAPEL S.R.L.,124950031.0,151200.0,Novara,Piemonte,www.lexiapel.com,,,,SUCCESSO,200.0
FRECCIA BL LEATHER S.R.L.,2878290648.0,151100.0,Avellino,Campania,www.frecciablleather.it,,,,SUCCESSO,200.0
DUCA D'ESTE S.R.L.,2594890242.0,151209.0,Vicenza,Veneto,www.gianniserena.it,,,,ERRORE,
STYL GRAND S.R.L.,3275180267.0,152010.0,Treviso,Veneto,www.stylgrand.com,,,,ERRORE,
PRATIKA CALZATURE SOCIETA' COOPERATIVA,1580070447.0,152010.0,Fermo,Marche,www.calzaturificiopratika.it,,,,SUCCESSO,404.0
CHICLITIC S.R.L.,4483980282.0,152010.0,Padova,Veneto,www.ojour.it,,,,SUCCESSO,200.0
VALIGIE CAMPIONARIO S.R.L.,5447810960.0,151209.0,Milano,Lombardia,www.bauli.emilioscolari.it,,,,SUCCESSO,200.0
VENTESIMA STRADA S.R.L.,4419370269.0,152010.0,Treviso,Veneto,www.ventesimastrada.it,,,,SUCCESSO,200.0
SEASON BELT S.R.L.,3355190160.0,151209.0,Bergamo,Lombardia,shop.alexade.com,,,,SUCCESSO,200.0
CUOIO DI MODENA SRL,4022400362.0,151209.0,Modena,Emilia-Romagna,eshop.lavacchettagrassamodena.it,,,,SUCCESSO,200.0
DRESSED S.R.L.,4353450234.0,152010.0,Verona,Veneto,dressedlab.it,,,,SUCCESSO,200.0
RISORSE FUTURE SRL,2182050449.0,152010.0,Fermo,Marche,www.risorsefuture.net,,,,SUCCESSO,200.0
ITALIAN DESIGN SRL,2787090303.0,151209.0,Udine,Friuli-Venezia Giulia,italiandesignpelletterie.it,,,,SUCCESSO,200.0
WILD HOG SRL,2784530350.0,151209.0,Reggio nell'Emilia,Emilia-Romagna,www.wildhog.it,,,,SUCCESSO,200.0
SCALABRINI IVAN & DENIS SRL,321890352.0,151200.0,Reggio nell'Emilia,Emilia-Romagna,www.scalabrinisrl.com,,,,SUCCESSO,200.0
TEAM FORM SRL,3024070264.0,152010.0,Treviso,Veneto,www.teamform.it,,,,SUCCESSO,200.0
ALEX SRLS,2015770437.0,152010.0,Macerata,Marche,www.alexsrls.com,,,,SUCCESSO,200.0
SINTESI S.R.L.,1929570677.0,151100.0,Teramo,Abruzzo,www.civicoundici.com,,,,ERRORE,
BAGATTO SRL,2012140444.0,152010.0,Fermo,Marche,www.bagatto.com,,,,SUCCESSO,200.0
ENRICO VERNIZZI S.R.L.,1515120341.0,151200.0,Parma,Emilia-Romagna,vernizzicinture.it,,,,SUCCESSO,200.0
RIFINIZIONI DAVID SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICAT A,2287150508.0,152020.0,Pisa,Toscana,inshoes.italianmoda.com,,,,SUCCESSO,404.0
BEATRICE GROUP S.R.L.,6149720721.0,152010.0,Bari,Puglia,www.calzaturesposa.com,,,,SUCCESSO,200.0
SUOLIFICIO ELISA SRL,3933840989.0,152020.0,Brescia,Lombardia,www.suolificioelisa.it,,,,SUCCESSO,200.0
BEAR S.R.L.,4750670269.0,152010.0,Treviso,Veneto,atalasport.it,,,,SUCCESSO,200.0
CALZATURIFICIO FRANCO CIMADAMORE S.R.L.,1360220444.0,152010.0,Fermo,Marche,www.francocimadamore.it,,,,SUCCESSO,200.0
G.D. LEATHER SRL,2142000500.0,151100.0,Pisa,Toscana,www.conceriastella.com,,,,SUCCESSO,200.0
REGENESI S.R.L.,2853631204.0,151209.0,Bologna,Emilia-Romagna,www.regenesi.com,,,,SUCCESSO,200.0
VD S.R.L.,3884201207.0,151209.0,Bologna,Emilia-Romagna,viadazeglio.com,,,,ERRORE,
BRIGITTE ITALIA S.R.L.,325020436.0,151209.0,Macerata,Marche,www.brigitteitalia.it,,,,SUCCESSO,200.0
MEXIS SOCIETA' COOPERATIVA SOCIALE,2301290975.0,151100.0,Pistoia,Toscana,www.yourleather.it,,,,ERRORE,
CALZATURIFICIO EVAN GARD S.R.L.,6542230724.0,152010.0,Barletta-Andria-Trani,Puglia,www.calzaturificioevangard.it,,,,SUCCESSO,500.0
CREAZIONI ESCLUSIVE S.R.L.,8879880964.0,151209.0,Milano,Lombardia,www.abline.it,,,,ERRORE,
ARAVEC SRL,2211610262.0,152020.0,Treviso,Veneto,aravec.it,,,,SUCCESSO,200.0
"DI FILIPPO ITALIANA PELLETTERIE SOCIETA' A RESPONSABILITA' LIMITATA, IN FORMA ABBREVIATA DI FILIPPO ITALIANA PELLETTERIE S.R.L.",1722370671.0,151209.0,Teramo,Abruzzo,www.valterdifilippo.com,,,,SUCCESSO,200.0
DAMSCO S.R.L.,1517250120.0,152020.0,Varese,Lombardia,www.damsco.it,,,,SUCCESSO,200.0
LASER FASHION.IT SRL,2927460648.0,151100.0,Avellino,Campania,www.serenarooms.it,,,,SUCCESSO,200.0
WOOWE BRAND S.R.L.,2909100345.0,152010.0,Parma,Emilia-Romagna,www.woowebrand.com,,,,SUCCESSO,200.0
DI CHIARA ROSA S.R.L.,1065600445.0,152020.0,Fermo,Marche,www.dichiararosa.it,,,,SUCCESSO,200.0
LASERTEK SRL,2197470509.0,152020.0,Pisa,Toscana,www.lasertekservice.it,,,,SUCCESSO,200.0
GUARDOLIFICIO CAMPANO S.R.L.,8207681217.0,152020.0,Napoli,Campania,www.guardolificiocampano.it,,,,ERRORE,
LEATHER CENTER S.R.L.,13599161000.0,151209.0,Teramo,Abruzzo,www.toscanibags.it,,,,SUCCESSO,200.0
CELLERINI FLORENCE SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICA TA,6815860488.0,151209.0,Firenze,Toscana,www.cellerini.it,,,,SUCCESSO,200.0
GALLO SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA,3647700040.0,151209.0,Cuneo,Piemonte,www.borsago.it,,,,SUCCESSO,200.0
DE ALMA S.R.L.,4238980249.0,151209.0,Vicenza,Veneto,www.dealma.it,,,,SUCCESSO,200.0
TEKNOMODA S.R.L.,2173470507.0,151100.0,Pisa,Toscana,www.teknomodasrl.it,,,,SUCCESSO,200.0
VIALE CAVOUR S.R.L. SEMPLIFICATA,2243880446.0,151209.0,Fermo,Marche,www.flaviapelletterie.com,,,,SUCCESSO,200.0
ALISPORT S.R.L.,4342910264.0,152010.0,Treviso,Veneto,www.alisport.it,,,,SUCCESSO,200.0
BOMA SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA,2003740434.0,151209.0,Macerata,Marche,www.bomaitalia.it,,,,SUCCESSO,200.0
VEROVERDE SRL,10209230969.0,152010.0,Milano,Lombardia,www.vero-verde.com,,,,ERRORE,
PELLETTERIA SABA'S SRL,2246140186.0,151209.0,Pavia,Lombardia,www.pelletteriasabas.it www.amazon.it www.ventis.it,,,,SUCCESSO,200.0
IOSONO S.R.L.,2414660403.0,151209.0,Forlì-Cesena,Emilia-Romagna,www.miviu.it,,,,SUCCESSO,200.0
FDM DESIGNS SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA,5084950657.0,152010.0,Salerno,Campania,www.fdmdesigns.it,,,,SUCCESSO,200.0
COMANCHEROS GROUP S.R.L.,863320248.0,151100.0,Vicenza,Veneto,www.comancheros.com,,,,SUCCESSO,200.0
PLUS S.R.L.,5240200286.0,152010.0,Padova,Veneto,plusdesignofficial.com,,,,SUCCESSO,200.0
COVID 19 S.R.L.,4487430615.0,152010.0,Caserta,Campania,www.calzaturegipi.com,,,,ERRORE,
PISAN PELL S.R.L.,1701310649.0,151100.0,Avellino,Campania,www.pisanpell.it,,,,TIMEOUT,
LEATHER BIS S.R.L.,6548450482.0,151209.0,Firenze,Toscana,bisbag.com,,,,SUCCESSO,200.0
SG BAGS S.R.L.,4616890275.0,151209.0,Venezia,Veneto,www.94punto70.it,,,,SUCCESSO,200.0
ROBERTO MANTELLASSI S.R.L.,6329750480.0,151209.0,Firenze,Toscana,robertomantellassi.com,,,,SUCCESSO,200.0
BRUE' SOCIETA' PER AZIONI,102440443.0,152010.0,Fermo,Marche,http://www.aldobrue.it,,,,TIMEOUT,
BZL S.R.L.,4940420260.0,152010.0,Treviso,Veneto,www.calzaturaortopedica.it,,,,SUCCESSO,200.0
CALZATURIFICIO LIDO MARINOZZI SOCIETA' A RESPONSABILITA' LIMITATA IN BREVE CALZATURIFICIO LIDO MARINOZZI S.R.L.,339980443.0,152010.0,Fermo,Marche,www.lidomarinozzi.com,,,,SUCCESSO,200.0
S.V. CALZATURE SRL,979120433.0,152010.0,Macerata,Marche,kyarastyle.com,,,,SUCCESSO,200.0
CT BAGS AND ACCESSORIES S.R.L.,9369421210.0,151209.0,Napoli,Campania,www.carminetisci.it,,,,ERRORE,
A.M. SRL,1852440443.0,152010.0,Fermo,Marche,www.albertomonti.it,,,,SUCCESSO,200.0
IN PELL SOCIETA' A RESPONSABILITA' LIMITATA,1525290407.0,151209.0,Rimini,Emilia-Romagna,http://www.inpell.it,,,,TIMEOUT,
LINEA ITALIA CALZATURE SRL,2224570446.0,152010.0,Fermo,Marche,paulsilence.com,,,,SUCCESSO,200.0
ONE MODA S.R.L.,4794780231.0,152010.0,Verona,Veneto,www.amwh.it,,,,SUCCESSO,404.0
ANDREA E RITA S.R.L.,13146371003.0,151209.0,Roma,Lazio,www.sirnipelletteria.it,,,,SUCCESSO,200.0
RENDRIU S.R.L.,1896451208.0,151209.0,Bologna,Emilia-Romagna,www.rendriu.it,,,,SUCCESSO,200.0
CELESTE S.R.L.,2598050249.0,151100.0,Vicenza,Veneto,www.celesteleather.com,,,,SUCCESSO,200.0
AD & PROMOTION S.R.L.,3121930790.0,151209.0,Catanzaro,Calabria,www.adpromotionsrl.com,,,,ERRORE,
M.F.M. MAURIZIO FOSSATI S.R.L.,8001630154.0,151100.0,Milano,Lombardia,matteofossati.it,,,,SUCCESSO,200.0
LASERMARC S.R.L.,2158520508.0,151100.0,Pisa,Toscana,www.lasermarc.it,,,,SUCCESSO,200.0
DANTON S.R.L.,2314400488.0,152010.0,Firenze,Toscana,www.danton-caparrini.it,,,,ERRORE,
NUOVA VALIGERIA DI CAMPOSPINOSO S.R.L.,180640187.0,151200.0,Pavia,Lombardia,valigeriancv.it,,,,SUCCESSO,200.0
ACQUAVIVA S.R.L.,9493421219.0,152010.0,Napoli,Campania,www.marioacquaviva.it,,,,ERRORE,
FISCA CORPORATION S.R.L.,1984990182.0,152020.0,Pavia,Lombardia,www.fisca.biz,,,,ERRORE,
FENILI CALZATURE - SOCIETA' A RESPONSABILITA' LIMITATA,1172290460.0,152010.0,Lucca,Toscana,www.corbellishoes.com,,,,SUCCESSO,200.0
EUROWORLD S.R.L.,4745440265.0,152010.0,Treviso,Veneto,www.euroworld.it,,,,SUCCESSO,200.0
ITALIALUSSO S.R.L.,2714370349.0,151209.0,Brescia,Lombardia,www.jcgorreri.it,,,,TIMEOUT,
T-ZERO SRL,2158470506.0,151209.0,Pisa,Toscana,www.midifendo.it,,,,SUCCESSO,200.0
CONCERIA HORIZON S.R.L.,1355830504.0,151100.0,Pisa,Toscana,www.horizonsrl.it,,,,TIMEOUT,
MAQI SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA,4939500288.0,151209.0,Padova,Veneto,www.maqicases.com,,,,SUCCESSO,200.0
ALO'S SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA,1353310459.0,151209.0,Massa-Carrara,Toscana,aloscafe.com,,,,TIMEOUT,
NOTO S.R.L.,3614170540.0,152010.0,Perugia,Umbria,www.notoatelier.it,,,,SUCCESSO,200.0
ANTONELLA S.R.L.,1708830466.0,152010.0,Lucca,Toscana,www.antonellasrl.it,,,,SUCCESSO,200.0
MARCUCCI STUDIO S.R.L.,6879220488.0,151209.0,Firenze,Toscana,www.marcuccigroup.com,,,,SUCCESSO,200.0
CALZATURIFICIO PLINIUS SRL,1513950152.0,152000.0,Milano,Lombardia,www.pliniusshoes.it,,,,SUCCESSO,200.0
MODELLERIA FUSCO S.R.L.,6547751211.0,152010.0,Napoli,Campania,www.modelleriafusco.it,,,,SUCCESSO,200.0
NELLO PACI MANIFATTURE SRL,2212630442.0,152010.0,Fermo,Marche,lenef.it,,,,SUCCESSO,200.0
L.P. S.R.L.,1515220448.0,152010.0,Fermo,Marche,www.lorettapettinari.it,,,,SUCCESSO,200.0
FENIX SRL,1624390447.0,151209.0,Fermo,Marche,www.lucialombardi.it,,,,ERRORE,
CAMG SRL,294910443.0,152000.0,Fermo,Marche,www.camg.it,,,,ERRORE,
PETRIS S.R.L.,149260432.0,152000.0,Macerata,Marche,www.petris.it,,,,SUCCESSO,200.0
CRISTINA 4 PUNTO 3 SOCIETA' COOPERATIVA,6650330829.0,151209.0,Palermo,Sicilia,www.cristinaalbum.com,,,,SUCCESSO,200.0
LANZONI & B. - S.R.L.,157750407.0,152010.0,Forlì-Cesena,Emilia-Romagna,www.lanzonishoes.it,,,,SUCCESSO,200.0
SCARLETVIRGO S.R.L.,8938680967.0,151209.0,Milano,Lombardia,scarletvirgo.com,,,,SUCCESSO,200.0
COPAR - S.R.L.,2062160243.0,151100.0,Vicenza,Veneto,http://www.coparsrl.it,,,,SUCCESSO,200.0
GREENLAB SHOES SRLS,2392630501.0,152010.0,Pisa,Toscana,www.vittorionicchia.com,,,,ERRORE,
PELLETTERIA DIGITALE SRL,2272250503.0,151209.0,Pisa,Toscana,www.annacloudbags.it,,,,TIMEOUT,
PELLETTERIA EASYPELL SOCIETA' COOPERATIVA,4007540711.0,151209.0,Foggia,Puglia,www.easypell.com,,,,SUCCESSO,200.0
ROBERTA CENCI EVENTI SRL,1812760435.0,152010.0,Macerata,Marche,www.robertacenci.it,,,,SUCCESSO,200.0
GERJ S.R.L.,513640441.0,152020.0,Fermo,Marche,www.gerj.it,,,,ERRORE,
MARINI 1899 SOCIETA' A RESPONSABILITA' LIMITATA,12756301003.0,152010.0,Roma,Lazio,marinicalzature.it,,,,SUCCESSO,200.0
PATTY B S.R.L.S.,16851951000.0,151209.0,Roma,Lazio,pattyb.it,,,,SUCCESSO,200.0
CALZATURIFICIO CIVITANOVESE S.R.L.,1837280435.0,152010.0,Macerata,Marche,www.bcced.it,,,,SUCCESSO,200.0
DADO ITALIA S.R.L.,9161210969.0,151209.0,Monza e della Brianza,Lombardia,www.dadolab.com,,,,SUCCESSO,200.0
ALBERTO OLIVERO S.R.L.,16619021005.0,151209.0,Roma,Lazio,alberto-olivero.com,,,,SUCCESSO,200.0
BLACK VENUS SRL UNIPERSONALE,1682790447.0,152010.0,Fermo,Marche,www.blackvenus.it,,,,SUCCESSO,200.0
BLU ITALIAN FASHION S.R.L.S.,1892020676.0,151209.0,Teramo,Abruzzo,www.blu-style.com,,,,ERRORE,
CB S.R.L.,7845020960.0,152010.0,Milano,Lombardia,www.cbmadeinitaly.com,,,,SUCCESSO,200.0
PENNA GROUP SRL,4855060234.0,151209.0,Verona,Veneto,www.cp1963.com,,,,SUCCESSO,200.0
GEB S.R.L.S. - SOCIETA' UNIPERSONALE,8515791211.0,151209.0,Napoli,Campania,www.marcelmartillo.it,,,,ERRORE,
FEDORA MILANO S.R.L.,7414130968.0,151209.0,Milano,Lombardia,www.fedorami.com,,,,SUCCESSO,200.0
M T M S.R.L.,6863890965.0,151209.0,Milano,Lombardia,www.gambadelegn.com,,,,SUCCESSO,200.0
SHEDYR ITALIA S.R.L.,10238630965.0,151209.0,Milano,Lombardia,shedyr.com,,,,SUCCESSO,200.0
ATECH S.R.L.,2684490028.0,151209.0,Biella,Piemonte,www.atechccavo.it,,,,ERRORE,
LUCA NENCIONI S.R.L.,1900650506.0,152010.0,Pisa,Toscana,www.lucanencioni.it,,,,SUCCESSO,200.0
OGM SCARPE SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA UNIPERSONALE,4272780612.0,152010.0,Caserta,Campania,mascherinesubito.it,,,,ERRORE,
ARTEMENKO S.R.L.,2794420642.0,151100.0,Avellino,Campania,www.artemenko.it,,,,SUCCESSO,200.0
A&A SRL,3416411209.0,151209.0,Bologna,Emilia-Romagna,www.aeapelletteria.it,,,,SUCCESSO,200.0
MORYLE S.R.L.,1605180437.0,152020.0,Macerata,Marche,en.moryle.com,,,,SUCCESSO,200.0
NOIBRAVE S.R.L.,8697880725.0,152010.0,Barletta-Andria-Trani,Puglia,les-italiennes.it,,,,SUCCESSO,200.0
TRENTA7 S.R.L.,13619011003.0,152010.0,Roma,Lazio,trenta7.com,,,,SUCCESSO,200.0
IMARINSOL SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA,3626230126.0,152020.0,Varese,Lombardia,www.imarinsol.it,,,,SUCCESSO,200.0
AGAVE SOCIETA' COOPERATIVA SOCIALE,5333260288.0,151209.0,Padova,Veneto,agavesartoriaetica.it,,,,SUCCESSO,200.0
FESTA SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA,2130190511.0,152010.0,Arezzo,Toscana,www.domenicofesta.com,,,,TIMEOUT,
SATURNIA S.R.L.,1081930503.0,151100.0,Pisa,Toscana,www.conceriasaturnia.it,,,,ERRORE,
TERMODA DUE S.R.L.,5236570726.0,152010.0,Bari,Puglia,www.martinab.it,,,,ERRORE,
PLANET SHOES S.R.L.,5806380720.0,152010.0,Barletta-Andria-Trani,Puglia,www.planetshoes.it,,,,SUCCESSO,200.0
PHOTO ALBUM DESIGNER SOCIETA' A RESPONSABILITA' LIMITATA C.R.,6206790823.0,151209.0,Palermo,Sicilia,photoalbumftp.altervista.org,,,,SUCCESSO,200.0
TRESS GROUP S.R.L.,6729550829.0,151209.0,Palermo,Sicilia,www.salvatoresardisco.it,,,,ERRORE,
T.D.OLD ITALIA SRL,3321460960.0,152010.0,Brescia,Lombardia,www.trendesit.it,,,,ERRORE,
LAURA ZERO SRLS,6725680489.0,151209.0,Firenze,Toscana,biaborse.it,,,,ERRORE,
61-PROJECT S.P.A.,3129880609.0,152010.0,Frosinone,Lazio,61dinoi.com,,,,SUCCESSO,200.0
KILESA SRL SEMPLIFICATA,4646320616.0,151209.0,Caserta,Campania,kilesa.fashion,,,,SUCCESSO,200.0
SC SRL,4233190240.0,152010.0,Vicenza,Veneto,www.nottinghamshoes.it,,,,SUCCESSO,200.0
ELEDOR SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA,5410590284.0,151209.0,Padova,Veneto,eledor.shop,,,,SUCCESSO,200.0
MENGONI ANGELA S.R.L.,1483770432.0,152020.0,Macerata,Marche,mengoni-angela-srl-01483770432.quantofattura.com,,,,SUCCESSO,503.0
RE49 S.R.L.,3029370305.0,152010.0,Udine,Friuli-Venezia Giulia,www.re49.it,,,,SUCCESSO,200.0
FRECCIA DEL SUD SOCIETA' A RESPONSABILITA' LIMITATA,2457850648.0,151100.0,Avellino,Campania,www.frecciadelsud.it,,,,SUCCESSO,200.0
RITAGLI DI G SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA,8478510723.0,151209.0,Bari,Puglia,ritaglidig.com,,,,SUCCESSO,200.0
LUCKY SKINS S.R.L.,1937780649.0,151100.0,Avellino,Campania,www.luckyskins.it,,,,ERRORE,
MACRILIA LAB S.R.L.,14805231009.0,151209.0,Roma,Lazio,www.macrilia.it,,,,SUCCESSO,200.0
MYC - SOCIETA' A RESPONSABILITA' LIMITATA,6950481215.0,151209.0,Napoli,Campania,www.mychoicebags.it,,,,SUCCESSO,500.0
PRO FUT S.R.L.,5079190269.0,152010.0,Treviso,Veneto,tirogiro.it,,,,SUCCESSO,200.0
YOU WEAR S.R.L. START-UP COSTITUITA A NORMA DELL'ART. 4 COMMA 10 BIS DEL DECRETO LEGGE 24 GENNAIO 2015 N. 3,9702011215.0,152010.0,Napoli,Campania,www.bottegacapri.it,,,,SUCCESSO,200.0
CAR.LO MANIFATTURE S.R.L.,813260676.0,151200.0,Teramo,Abruzzo,www.car-lo.it,,,,SUCCESSO,200.0
INPELLE S.R.L.,2908290782.0,151100.0,Cosenza,Calabria,www.tempiodigiano.net,,,,TIMEOUT,
BEBOLD S.R.L.S.,5148840266.0,151209.0,Treviso,Veneto,maglow.it,,,,SUCCESSO,200.0
JEANNOT'S S.R.L.,1005520729.0,152000.0,Bari,Puglia,www.jeannot.it,,,,SUCCESSO,200.0
GLAM SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA,4437450275.0,151209.0,Venezia,Veneto,bussolabag.com,,,,ERRORE,
NEMEA S.R.L.,4339130405.0,152020.0,Rimini,Emilia-Romagna,runc6.com,,,,SUCCESSO,200.0
